id,split,zh,en,gold_count,model_count,eval_count,entities_gold,entities_model,entities_eval
TCM_TEST_0168,test,腹痛拒按多提示实邪阻滞。,Abdominal pain aggravated by pressure often indicates obstruction by excess pathogens.,3,2,3,"[{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""拒按"",""en"":""aggravated by pressure"",""type"":""DIAGNOSIS""},{""zh"":""实邪"",""en"":""excess pathogens"",""type"":""DIAGNOSIS""}]","[{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""实邪"",""en"":""excess pathogens"",""type"":""DIAGNOSIS""}]","[{""zh"":""腹痛"",""en"":""abdominal pain"",""type"":""SYMPTOM""},{""zh"":""拒按"",""en"":""aggravated by pressure"",""type"":""DIAGNOSIS""},{""zh"":""实邪"",""en"":""excess pathogens"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0169,test,便溏多与脾虚湿盛有关。,Loose stool is often related to spleen deficiency with exuberant dampness.,4,1,4,"[{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""湿盛"",""en"":""exuberant dampness"",""type"":""DIAGNOSIS""},{""zh"":""便溏"",""en"":""loose stool"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""湿盛"",""en"":""exuberant dampness"",""type"":""DIAGNOSIS""},{""zh"":""便溏"",""en"":""loose stool"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]"
TCM_TEST_0170,test,便秘多与津亏或热结有关。,Constipation is often related to fluid depletion or heat accumulation.,4,0,4,"[{""zh"":""便秘"",""en"":""constipation"",""type"":""DIAGNOSIS""},{""zh"":""津亏"",""en"":""fluid depletion"",""type"":""DIAGNOSIS""},{""zh"":""热结"",""en"":""heat accumulation"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]",[],"[{""zh"":""便秘"",""en"":""constipation"",""type"":""DIAGNOSIS""},{""zh"":""津亏"",""en"":""fluid depletion"",""type"":""DIAGNOSIS""},{""zh"":""热结"",""en"":""heat accumulation"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]"
TCM_TEST_0171,test,气虚卫表不固可导致自汗易感。,Qi deficiency with insecurity of the defensive exterior can cause spontaneous sweating and susceptibility to pathogens.,2,1,1,"[{""zh"":""自汗"",""en"":""spontaneous sweating"",""type"":""SYMPTOM""},{""zh"":""气虚卫表不固可导"",""en"":""term"",""type"":""DIAGNOSIS""}]","[{""zh"":""自汗"",""en"":""spontaneous sweating"",""type"":""SYMPTOM""}]","[{""zh"":""自汗"",""en"":""spontaneous sweating"",""type"":""SYMPTOM""}]"
TCM_TEST_0172,test,小便清长多提示阳虚内寒。,Clear profuse urine often indicates internal cold due to Yang deficiency.,4,2,3,"[{""zh"":""小便清长"",""en"":""clear profuse urine"",""type"":""THERAPY""},{""zh"":""阳虚内寒"",""en"":""internal cold due to Yang deficiency"",""type"":""DIAGNOSIS""},{""zh"":""阳虚"",""en"":""Yang deficiency"",""type"":""DIAGNOSIS""},{""zh"":""内"",""en"":""interior"",""type"":""DIAGNOSIS""}]","[{""zh"":""小便清长"",""en"":""clear profuse urine"",""type"":""THERAPY""},{""zh"":""阳虚"",""en"":""Yang deficiency"",""type"":""DIAGNOSIS""}]","[{""zh"":""小便清长"",""en"":""clear profuse urine"",""type"":""THERAPY""},{""zh"":""阳虚内寒"",""en"":""internal cold due to Yang deficiency"",""type"":""DIAGNOSIS""},{""zh"":""阳虚"",""en"":""Yang deficiency"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0174,test,盗汗多与阴虚内热有关。,Night sweating is often related to internal heat due to Yin deficiency.,4,3,3,"[{""zh"":""阴虚内热"",""en"":""internal heat due to Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""阴虚"",""en"":""Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""盗汗"",""en"":""night sweating"",""type"":""SYMPTOM""},{""zh"":""内"",""en"":""interior"",""type"":""DIAGNOSIS""}]","[{""zh"":""阴虚内热"",""en"":""internal heat due to Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""阴虚"",""en"":""Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""盗汗"",""en"":""night sweating"",""type"":""SYMPTOM""}]","[{""zh"":""阴虚内热"",""en"":""internal heat due to Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""阴虚"",""en"":""Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""盗汗"",""en"":""night sweating"",""type"":""SYMPTOM""}]"
TCM_TEST_0175,test,寒热往来常提示少阳枢机不利。,Alternating chills and fever often indicate dysfunction of the Shaoyang pivot.,4,1,2,"[{""zh"":""寒热往来"",""en"":""alternating chills and fever"",""type"":""DIAGNOSIS""},{""zh"":""少阳枢机"",""en"":""Shaoyang pivot"",""type"":""DIAGNOSIS""},{""zh"":""寒热"",""en"":""cold and heat"",""type"":""PATHOGEN""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""zh"":""寒热往来"",""en"":""alternating chills and fever"",""type"":""DIAGNOSIS""}]","[{""zh"":""寒热往来"",""en"":""alternating chills and fever"",""type"":""DIAGNOSIS""},{""zh"":""少阳枢机"",""en"":""Shaoyang pivot"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0176,test,潮热多与阴虚或阳明热盛有关。,Tidal fever is often related to Yin deficiency or exuberant Yangming heat.,4,1,4,"[{""zh"":""阳明热盛"",""en"":""Yangming heat"",""type"":""DIAGNOSIS""},{""zh"":""阴虚"",""en"":""Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""潮热"",""en"":""tidal fever"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""zh"":""阴虚"",""en"":""Yin deficiency"",""type"":""DIAGNOSIS""}]","[{""zh"":""阳明热盛"",""en"":""Yangming heat"",""type"":""DIAGNOSIS""},{""zh"":""阴虚"",""en"":""Yin deficiency"",""type"":""DIAGNOSIS""},{""zh"":""潮热"",""en"":""tidal fever"",""type"":""DIAGNOSIS""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]"
TCM_TEST_0177,test,浮肿按之凹陷多与水湿泛滥有关。,Pitting edema is often related to overflow of water-dampness.,3,2,3,"[{""zh"":""水湿泛滥"",""en"":""overflow of water-dampness"",""type"":""DIAGNOSIS""},{""zh"":""浮肿"",""en"":""edema"",""type"":""DIAGNOSIS""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]","[{""zh"":""水湿泛滥"",""en"":""overflow of water-dampness"",""type"":""DIAGNOSIS""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]","[{""zh"":""水湿泛滥"",""en"":""overflow of water-dampness"",""type"":""DIAGNOSIS""},{""zh"":""浮肿"",""en"":""edema"",""type"":""DIAGNOSIS""},{""zh"":""水"",""en"":""water"",""type"":""ELEMENT""}]"
TCM_TEST_0178,test,固定疼痛多提示瘀血阻络。,Fixed pain often indicates blood stasis obstructing collaterals.,3,2,3,"[{""zh"":""固定疼痛"",""en"":""fixed pain"",""type"":""DIAGNOSIS""},{""zh"":""瘀血阻络"",""en"":""blood stasis obstructing collaterals"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]","[{""zh"":""瘀血阻络"",""en"":""blood stasis obstructing collaterals"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]","[{""zh"":""固定疼痛"",""en"":""fixed pain"",""type"":""DIAGNOSIS""},{""zh"":""瘀血阻络"",""en"":""blood stasis obstructing collaterals"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]"
TCM_TEST_0179,test,游走疼痛多提示风邪阻络。,Wandering pain often indicates wind pathogen obstructing collaterals.,3,1,3,"[{""zh"":""游走疼痛"",""en"":""wandering pain"",""type"":""DIAGNOSIS""},{""zh"":""风邪阻络"",""en"":""wind pathogen obstructing collaterals"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]","[{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]","[{""zh"":""游走疼痛"",""en"":""wandering pain"",""type"":""DIAGNOSIS""},{""zh"":""风邪阻络"",""en"":""wind pathogen obstructing collaterals"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]"
TCM_TEST_0180,test,重着疼痛多提示湿邪困阻。,Heavy pain often indicates obstruction by dampness pathogen.,3,1,3,"[{""zh"":""重着疼痛"",""en"":""heavy pain"",""type"":""DIAGNOSIS""},{""zh"":""湿邪困阻"",""en"":""obstruction by dampness pathogen"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]","[{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]","[{""zh"":""重着疼痛"",""en"":""heavy pain"",""type"":""DIAGNOSIS""},{""zh"":""湿邪困阻"",""en"":""obstruction by dampness pathogen"",""type"":""DIAGNOSIS""},{""zh"":""疼痛"",""en"":""pain"",""type"":""SYMPTOM""}]"
TCM_TEST_0182,test,冷痛多与寒邪凝滞有关。,Cold pain is often related to congealing by cold pathogen.,4,2,3,"[{""zh"":""寒邪凝滞"",""en"":""cold pathogen congealing"",""type"":""DIAGNOSIS""},{""zh"":""冷痛"",""en"":""cold pain"",""type"":""DIAGNOSIS""},{""zh"":""寒邪"",""en"":""cold pathogen"",""type"":""PATHOGEN""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""}]","[{""zh"":""寒邪"",""en"":""cold pathogen"",""type"":""PATHOGEN""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""}]","[{""zh"":""冷痛"",""en"":""cold pain"",""type"":""DIAGNOSIS""},{""zh"":""寒邪"",""en"":""cold pathogen"",""type"":""PATHOGEN""},{""zh"":""寒"",""en"":""cold"",""type"":""PATHOGEN""}]"
TCM_TEST_0183,test,灼痛多与热邪壅盛有关。,Burning pain is often related to exuberance of heat pathogen.,3,1,3,"[{""zh"":""热邪壅盛"",""en"":""exuberance of heat pathogen"",""type"":""DIAGNOSIS""},{""zh"":""灼痛"",""en"":""burning pain"",""type"":""SYMPTOM""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]","[{""zh"":""灼痛"",""en"":""burning pain"",""type"":""SYMPTOM""}]","[{""zh"":""热邪壅盛"",""en"":""exuberance of heat pathogen"",""type"":""DIAGNOSIS""},{""zh"":""灼痛"",""en"":""burning pain"",""type"":""SYMPTOM""},{""zh"":""热"",""en"":""heat"",""type"":""PATHOGEN""}]"
TCM_TEST_0184,test,麻木多与气血不荣或痰瘀阻络有关。,Numbness is often related to malnourishment by Qi and blood or obstruction by phlegm and blood stasis.,4,1,2,"[{""zh"":""气血不荣"",""en"":""malnourishment by Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""痰瘀阻络"",""en"":""phlegm-stasis obstruction"",""type"":""DIAGNOSIS""},{""zh"":""麻木"",""en"":""numbness"",""type"":""DIAGNOSIS""},{""zh"":""木"",""en"":""wood"",""type"":""ELEMENT""}]","[{""zh"":""木"",""en"":""wood"",""type"":""ELEMENT""}]","[{""zh"":""气血不荣"",""en"":""malnourishment by Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""麻木"",""en"":""numbness"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0185,test,胸闷多与痰浊阻滞胸阳有关。,Chest oppression is often related to turbid phlegm obstructing chest Yang.,4,1,4,"[{""zh"":""胸闷"",""en"":""chest oppression"",""type"":""DIAGNOSIS""},{""zh"":""痰浊"",""en"":""turbid phlegm"",""type"":""DIAGNOSIS""},{""zh"":""胸阳"",""en"":""chest Yang"",""type"":""DIAGNOSIS""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""胸闷"",""en"":""chest oppression"",""type"":""DIAGNOSIS""},{""zh"":""痰浊"",""en"":""turbid phlegm"",""type"":""DIAGNOSIS""},{""zh"":""胸阳"",""en"":""chest Yang"",""type"":""DIAGNOSIS""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]"
TCM_TEST_0186,test,心悸多与心气心血不足有关。,Palpitation is often related to insufficiency of heart Qi or heart blood.,4,4,3,"[{""zh"":""心血不足"",""en"":""insufficiency of heart blood"",""type"":""DIAGNOSIS""},{""zh"":""心气"",""en"":""heart Qi"",""type"":""DIAGNOSIS""},{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""},{""zh"":""心悸"",""en"":""palpitation"",""type"":""SYMPTOM""}]","[{""zh"":""心血不足"",""en"":""insufficiency of heart blood"",""type"":""DIAGNOSIS""},{""zh"":""心气"",""en"":""heart Qi"",""type"":""DIAGNOSIS""},{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""},{""zh"":""心悸"",""en"":""palpitation"",""type"":""SYMPTOM""}]","[{""zh"":""心气"",""en"":""heart Qi"",""type"":""DIAGNOSIS""},{""zh"":""心血"",""en"":""heart blood"",""type"":""SUBSTANCE""},{""zh"":""心悸"",""en"":""palpitation"",""type"":""SYMPTOM""}]"
TCM_TEST_0187,test,失眠多与心神失养或心火扰神有关。,Insomnia is often related to malnutrition of the mind or heart fire disturbing the spirit.,4,3,3,"[{""zh"":""心神失养"",""en"":""malnutrition of the mind"",""type"":""DIAGNOSIS""},{""zh"":""心火扰神"",""en"":""heart fire disturbing spirit"",""type"":""DIAGNOSIS""},{""zh"":""心火"",""en"":""heart fire"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""}]","[{""zh"":""心神失养"",""en"":""malnutrition of the mind"",""type"":""DIAGNOSIS""},{""zh"":""心火"",""en"":""heart fire"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""}]","[{""zh"":""心神失养"",""en"":""malnutrition of the mind"",""type"":""DIAGNOSIS""},{""zh"":""心火"",""en"":""heart fire"",""type"":""DIAGNOSIS""},{""zh"":""心神"",""en"":""mind"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0188,test,眩晕多与肝阳上扰或气血不足有关。,Dizziness is often related to upward disturbance by Liver-Yang or insufficiency of Qi and blood.,4,3,3,"[{""zh"":""气血不足"",""en"":""insufficiency of Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""肝阳上扰"",""en"":""upward disturbance by Liver-Yang"",""type"":""DIAGNOSIS""},{""zh"":""眩晕"",""en"":""dizziness"",""type"":""SYMPTOM""},{""zh"":""上"",""en"":""upper"",""type"":""DIAGNOSIS""}]","[{""zh"":""气血不足"",""en"":""insufficiency of Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""肝阳上扰"",""en"":""upward disturbance by Liver-Yang"",""type"":""DIAGNOSIS""},{""zh"":""眩晕"",""en"":""dizziness"",""type"":""SYMPTOM""}]","[{""zh"":""气血不足"",""en"":""insufficiency of Qi and blood"",""type"":""DIAGNOSIS""},{""zh"":""肝阳上扰"",""en"":""upward disturbance by Liver-Yang"",""type"":""DIAGNOSIS""},{""zh"":""眩晕"",""en"":""dizziness"",""type"":""SYMPTOM""}]"
TCM_TEST_0189,test,耳鸣多与肾精不足或肝火上扰有关。,Tinnitus is often related to kidney essence insufficiency or upward disturbance by Liver-fire.,4,2,4,"[{""zh"":""肾精不足"",""en"":""kidney essence insufficiency"",""type"":""DIAGNOSIS""},{""zh"":""肝火上扰"",""en"":""upward disturbance by Liver-fire"",""type"":""DIAGNOSIS""},{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""耳鸣"",""en"":""tinnitus"",""type"":""DIAGNOSIS""}]","[{""zh"":""肾精不足"",""en"":""kidney essence insufficiency"",""type"":""DIAGNOSIS""},{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""}]","[{""zh"":""肾精不足"",""en"":""kidney essence insufficiency"",""type"":""DIAGNOSIS""},{""zh"":""肝火上扰"",""en"":""upward disturbance by Liver-fire"",""type"":""DIAGNOSIS""},{""zh"":""肾精"",""en"":""kidney essence"",""type"":""SUBSTANCE""},{""zh"":""耳鸣"",""en"":""tinnitus"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0190,test,痰湿内盛可阻碍脾胃升降。,Internal exuberance of phlegm-dampness can obstruct the ascent and descent of the spleen and stomach.,4,3,2,"[{""zh"":""脾胃升降"",""en"":""ascent and descent of spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""内"",""en"":""interior"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""zh"":""脾胃升降"",""en"":""ascent and descent of spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""zh"":""脾胃"",""en"":""spleen and stomach"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]"
TCM_TEST_0191,test,干咳少痰多提示肺阴不足。,Dry cough with scanty sputum often indicates insufficiency of lung Yin.,4,3,2,"[{""zh"":""干咳少痰"",""en"":""dry cough with scanty sputum"",""type"":""DIAGNOSIS""},{""zh"":""肺阴不足"",""en"":""lung Yin insufficiency"",""type"":""DIAGNOSIS""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""zh"":""肺阴不足"",""en"":""lung Yin insufficiency"",""type"":""DIAGNOSIS""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""},{""zh"":""肺"",""en"":""lungs"",""type"":""ORGAN""}]","[{""zh"":""干咳少痰"",""en"":""dry cough with scanty sputum"",""type"":""DIAGNOSIS""},{""zh"":""阴"",""en"":""Yin"",""type"":""CONCEPT""}]"
TCM_TEST_0192,test,喘息气短多与肺肾两虚有关。,Panting with shortness of breath is often related to deficiency of the lungs and kidneys.,4,2,2,"[{""zh"":""喘息气短"",""en"":""panting and shortness of breath"",""type"":""DIAGNOSIS""},{""zh"":""肺肾两虚"",""en"":""lung-kidney deficiency"",""type"":""DIAGNOSIS""},{""zh"":""肺肾"",""en"":""lungs and kidneys"",""type"":""DIAGNOSIS""},{""zh"":""气短"",""en"":""shortness of breath"",""type"":""DIAGNOSIS""}]","[{""zh"":""肺肾两虚"",""en"":""lung-kidney deficiency"",""type"":""DIAGNOSIS""},{""zh"":""肺肾"",""en"":""lungs and kidneys"",""type"":""DIAGNOSIS""}]","[{""zh"":""肺肾"",""en"":""lungs and kidneys"",""type"":""DIAGNOSIS""},{""zh"":""气短"",""en"":""shortness of breath"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0193,test,小儿高热抽搐多与热极生风有关。,High fever with convulsions in children is often related to extreme heat generating wind.,4,3,3,"[{""zh"":""热极生风"",""en"":""extreme heat generating wind"",""type"":""DIAGNOSIS""},{""zh"":""小儿高热"",""en"":""high fever in children"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""抽搐"",""en"":""convulsions"",""type"":""DIAGNOSIS""}]","[{""zh"":""热极生风"",""en"":""extreme heat generating wind"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""抽搐"",""en"":""convulsions"",""type"":""DIAGNOSIS""}]","[{""zh"":""热极生风"",""en"":""extreme heat generating wind"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""抽搐"",""en"":""convulsions"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0194,test,小儿食积化热可导致腹胀口臭。,Food accumulation transforming into heat in children can cause abdominal distension and halitosis.,4,1,3,"[{""zh"":""小儿食积"",""en"":""food accumulation in children"",""type"":""DIAGNOSIS""},{""zh"":""食积化热"",""en"":""food accumulation transforming into heat"",""type"":""THERAPY""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""腹胀"",""en"":""abdominal distension"",""type"":""SYMPTOM""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""}]","[{""zh"":""食积化热"",""en"":""food accumulation transforming into heat"",""type"":""THERAPY""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""腹胀"",""en"":""abdominal distension"",""type"":""SYMPTOM""}]"
TCM_TEST_0195,test,小儿脾虚夹湿可导致久泻。,Spleen deficiency with dampness in children can cause prolonged diarrhea.,4,2,3,"[{""zh"":""小儿脾虚"",""en"":""spleen deficiency in children"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""久泻"",""en"":""prolonged diarrhea"",""type"":""THERAPY""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""久泻"",""en"":""prolonged diarrhea"",""type"":""THERAPY""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾虚"",""en"":""spleen deficiency"",""type"":""DIAGNOSIS""},{""zh"":""久泻"",""en"":""prolonged diarrhea"",""type"":""THERAPY""}]"
TCM_TEST_0196,test,小儿肺脾不足可导致反复咳喘。,Insufficiency of the lungs and spleen in children can cause recurrent cough and panting.,4,2,3,"[{""zh"":""小儿肺脾不足"",""en"":""lung-spleen insufficiency in children"",""type"":""DIAGNOSIS""},{""zh"":""反复咳喘"",""en"":""recurrent cough and panting"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]","[{""zh"":""反复咳喘"",""en"":""recurrent cough and panting"",""type"":""DIAGNOSIS""},{""zh"":""小儿"",""en"":""children"",""type"":""DIAGNOSIS""},{""zh"":""脾"",""en"":""spleen"",""type"":""ORGAN""}]"
TCM_TEST_0197,test,疮疡红肿高突多属阳证。,Sores with red elevated swelling mostly belong to Yang syndrome.,4,2,3,"[{""zh"":""红肿高突"",""en"":""red elevated swelling"",""type"":""DIAGNOSIS""},{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]","[{""zh"":""红肿高突"",""en"":""red elevated swelling"",""type"":""DIAGNOSIS""},{""zh"":""阳证"",""en"":""Yang syndrome"",""type"":""SYNDROME""},{""zh"":""阳"",""en"":""Yang"",""type"":""CONCEPT""}]"
TCM_TEST_0198,test,疮疡色暗平塌多属阴证。,Sores with dark flat swelling mostly belong to Yin syndrome.,4,2,2,"[{""zh"":""色暗平塌"",""en"":""dark flat swelling"",""type"":""DIAGNOSIS""},{""zh"":""疮疡"",""en"":""sores and ulcers"",""type"":""DIAGNOSIS""},{""zh"":""色暗"",""en"":""dark color"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""色暗"",""en"":""dark color"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]","[{""zh"":""色暗平塌"",""en"":""dark flat swelling"",""type"":""DIAGNOSIS""},{""zh"":""阴证"",""en"":""Yin syndrome"",""type"":""SYNDROME""}]"
TCM_TEST_0199,test,脓出黄稠多提示正气尚充。,Yellow thick pus often indicates that healthy Qi remains sufficient.,3,2,2,"[{""zh"":""黄稠"",""en"":""yellow and thick"",""type"":""DIAGNOSIS""},{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]","[{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]","[{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0200,test,脓出清稀多提示正气虚弱。,Clear thin pus often indicates weakness of healthy Qi.,4,3,2,"[{""zh"":""正气虚弱"",""en"":""weak healthy Qi"",""type"":""DIAGNOSIS""},{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""},{""zh"":""清稀"",""en"":""clear and thin"",""type"":""THERAPY""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]","[{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""},{""zh"":""清稀"",""en"":""clear and thin"",""type"":""THERAPY""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]","[{""zh"":""正气"",""en"":""healthy Qi"",""type"":""CONCEPT""},{""zh"":""脓"",""en"":""pus"",""type"":""DIAGNOSIS""}]"
TCM_TEST_0201,test,表虚证多与卫气不固有关。,Exterior deficiency syndrome is often related to insecurity of defensive Qi.,4,3,4,"[{""zh"":""卫气不固"",""en"":""insecurity of defensive Qi"",""type"":""DIAGNOSIS""},{""zh"":""表虚证"",""en"":""exterior deficiency syndrome"",""type"":""SYNDROME""},{""zh"":""虚证"",""en"":""deficiency syndrome"",""type"":""SYNDROME""},{""zh"":""卫气"",""en"":""defensive Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""卫气不固"",""en"":""insecurity of defensive Qi"",""type"":""DIAGNOSIS""},{""zh"":""虚证"",""en"":""deficiency syndrome"",""type"":""SYNDROME""},{""zh"":""卫气"",""en"":""defensive Qi"",""type"":""SUBSTANCE""}]","[{""zh"":""卫气不固"",""en"":""insecurity of defensive Qi"",""type"":""DIAGNOSIS""},{""zh"":""表虚证"",""en"":""exterior deficiency syndrome"",""type"":""SYNDROME""},{""zh"":""虚证"",""en"":""deficiency syndrome"",""type"":""SYNDROME""},{""zh"":""卫气"",""en"":""defensive Qi"",""type"":""SUBSTANCE""}]"
