id,split,source,source_for_model,reference,prediction_raw,prediction_clean,prediction_normalized,prediction,normalization_used,entities,entities_eval,entities_model,entities_gold
TCM_TEST_0184,test,麻木多与气血不荣或痰瘀阻络有关。,麻木多与气血不荣或痰瘀阻络有关。,Numbness is often related to malnourishment by Qi and blood or obstruction by phlegm and blood stasis.,Paralysis is often associated with dysfunction of Qi and blood or obstruction of Qi.,Paralysis is often associated with dysfunction of Qi and blood or obstruction of Qi.,Paralysis is often associated with dysfunction of Qi and blood or obstruction of Qi.,Paralysis is often associated with dysfunction of Qi and blood or obstruction of Qi.,False,"[{""zh"": ""气血不荣"", ""en"": ""malnourishment by Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""麻木"", ""en"": ""numbness"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""气血不荣"", ""en"": ""malnourishment by Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""麻木"", ""en"": ""numbness"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""木"", ""en"": ""wood"", ""type"": ""ELEMENT""}]","[{""zh"": ""气血不荣"", ""en"": ""malnourishment by Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""痰瘀阻络"", ""en"": ""phlegm-stasis obstruction"", ""type"": ""DIAGNOSIS""}, {""zh"": ""麻木"", ""en"": ""numbness"", ""type"": ""DIAGNOSIS""}, {""zh"": ""木"", ""en"": ""wood"", ""type"": ""ELEMENT""}]"
TCM_TEST_0185,test,胸闷多与痰浊阻滞胸阳有关。,胸闷多与痰浊阻滞胸阳有关。,Chest oppression is often related to turbid phlegm obstructing chest Yang.,Pneumonia of the chest is often related to stagnation of the chest Yang by spleen.,Pneumonia of the chest is often related to stagnation of the chest Yang by spleen.,Pneumonia of the chest is often related to stagnation of the chest Yang by spleen.,Pneumonia of the chest is often related to stagnation of the chest Yang by spleen.,False,"[{""zh"": ""胸闷"", ""en"": ""chest oppression"", ""type"": ""DIAGNOSIS""}, {""zh"": ""痰浊"", ""en"": ""turbid phlegm"", ""type"": ""DIAGNOSIS""}, {""zh"": ""胸阳"", ""en"": ""chest Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""胸闷"", ""en"": ""chest oppression"", ""type"": ""DIAGNOSIS""}, {""zh"": ""痰浊"", ""en"": ""turbid phlegm"", ""type"": ""DIAGNOSIS""}, {""zh"": ""胸阳"", ""en"": ""chest Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""胸闷"", ""en"": ""chest oppression"", ""type"": ""DIAGNOSIS""}, {""zh"": ""痰浊"", ""en"": ""turbid phlegm"", ""type"": ""DIAGNOSIS""}, {""zh"": ""胸阳"", ""en"": ""chest Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]"
TCM_TEST_0186,test,心悸多与心气心血不足有关。,心悸多与心气心血不足有关。,Palpitation is often related to insufficiency of heart Qi or heart blood.,Heart syndrome is often associated with insufficiency of heart and heart blood.,Heart syndrome is often associated with insufficiency of heart and heart blood.,heart Qi syndrome is often associated with insufficiency of heart and heart blood.,Heart syndrome is often associated with insufficiency of heart and heart blood.,False,"[{""zh"": ""心气"", ""en"": ""heart Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心悸"", ""en"": ""palpitation"", ""type"": ""SYMPTOM""}]","[{""zh"": ""心气"", ""en"": ""heart Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心悸"", ""en"": ""palpitation"", ""type"": ""SYMPTOM""}]","[{""zh"": ""心悸"", ""en"": ""palpitation"", ""type"": ""SYMPTOM""}, {""zh"": ""心气"", ""en"": ""heart Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血不足"", ""en"": ""insufficiency of heart blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""心血不足"", ""en"": ""insufficiency of heart blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心气"", ""en"": ""heart Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心血"", ""en"": ""heart blood"", ""type"": ""SUBSTANCE""}, {""zh"": ""心悸"", ""en"": ""palpitation"", ""type"": ""SYMPTOM""}]"
TCM_TEST_0187,test,失眠多与心神失养或心火扰神有关。,失眠多与心神失养或心火扰神有关。,Insomnia is often related to malnutrition of the mind or heart fire disturbing the spirit.,Insomnia is often related to malnutrition of the mind-god or disturbance of the heart fire.,Insomnia is often related to malnutrition of the mind-god or disturbance of the heart fire.,Insomnia is often related to malnutrition of the mind-god or disturbance of the heart fire.,Insomnia is often related to malnutrition of the mind-god or disturbance of the heart fire.,False,"[{""zh"": ""心神失养"", ""en"": ""malnutrition of the mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心火"", ""en"": ""heart fire"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""心神失养"", ""en"": ""malnutrition of the mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心火"", ""en"": ""heart fire"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""心神失养"", ""en"": ""malnutrition of the mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心火"", ""en"": ""heart fire"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""心神失养"", ""en"": ""malnutrition of the mind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心火扰神"", ""en"": ""heart fire disturbing spirit"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心火"", ""en"": ""heart fire"", ""type"": ""DIAGNOSIS""}, {""zh"": ""心神"", ""en"": ""mind"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0188,test,眩晕多与肝阳上扰或气血不足有关。,眩晕多与肝阳上扰或气血不足有关。,Dizziness is often related to upward disturbance by Liver-Yang or insufficiency of Qi and blood.,Plenty of spleen is related to disruption of liver and kidneys or insufficiency of Qi blood.,Plenty of spleen is related to disruption of liver and kidneys or insufficiency of Qi blood.,Plenty of spleen is related to disruption of liver and kidneys or insufficiency of Qi and blood.,Plenty of spleen is related to disruption of liver and kidneys or insufficiency of Qi blood.,False,"[{""zh"": ""气血不足"", ""en"": ""insufficiency of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肝阳上扰"", ""en"": ""upward disturbance by Liver-Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""眩晕"", ""en"": ""dizziness"", ""type"": ""SYMPTOM""}]","[{""zh"": ""气血不足"", ""en"": ""insufficiency of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肝阳上扰"", ""en"": ""upward disturbance by Liver-Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""眩晕"", ""en"": ""dizziness"", ""type"": ""SYMPTOM""}]","[{""zh"": ""眩晕"", ""en"": ""dizziness"", ""type"": ""SYMPTOM""}, {""zh"": ""肝阳上扰"", ""en"": ""upward disturbance by Liver-Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""气血不足"", ""en"": ""insufficiency of Qi and blood"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""气血不足"", ""en"": ""insufficiency of Qi and blood"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肝阳上扰"", ""en"": ""upward disturbance by Liver-Yang"", ""type"": ""DIAGNOSIS""}, {""zh"": ""眩晕"", ""en"": ""dizziness"", ""type"": ""SYMPTOM""}, {""zh"": ""上"", ""en"": ""upper"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0189,test,耳鸣多与肾精不足或肝火上扰有关。,耳鸣多与肾精不足或肝火上扰有关。,Tinnitus is often related to kidney essence insufficiency or upward disturbance by Liver-fire.,Increased eardrum syndrome is associated with insufficiency of spleen or disturbance of liver fire.,Increased eardrum syndrome is associated with insufficiency of spleen or disturbance of liver fire.,Increased eardrum syndrome is associated with insufficiency of spleen upward disturbance by Liver-fire.,Increased eardrum syndrome is associated with insufficiency of spleen or disturbance of liver fire.,False,"[{""zh"": ""肾精不足"", ""en"": ""kidney essence insufficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肝火上扰"", ""en"": ""upward disturbance by Liver-fire"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""耳鸣"", ""en"": ""tinnitus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肾精不足"", ""en"": ""kidney essence insufficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肝火上扰"", ""en"": ""upward disturbance by Liver-fire"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""耳鸣"", ""en"": ""tinnitus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肾精不足"", ""en"": ""kidney essence insufficiency"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肾精不足"", ""en"": ""kidney essence insufficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肝火上扰"", ""en"": ""upward disturbance by Liver-fire"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肾精"", ""en"": ""kidney essence"", ""type"": ""SUBSTANCE""}, {""zh"": ""耳鸣"", ""en"": ""tinnitus"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0190,test,痰湿内盛可阻碍脾胃升降。,痰湿内盛可阻碍脾胃升降。,Internal exuberance of phlegm-dampness can obstruct the ascent and descent of the spleen and stomach.,Internal abundance of spleen-dampness can obstruct ascending spleen stomach.,Internal abundance of spleen-dampness can obstruct ascending spleen stomach.,Internal abundance of spleen-dampness can obstruct ascending spleen and stomach.,Internal abundance of spleen-dampness can obstruct ascending spleen stomach.,False,"[{""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""脾胃升降"", ""en"": ""ascent and descent of spleen and stomach"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脾胃升降"", ""en"": ""ascent and descent of spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾胃"", ""en"": ""spleen and stomach"", ""type"": ""DIAGNOSIS""}, {""zh"": ""内"", ""en"": ""interior"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]"
TCM_TEST_0191,test,干咳少痰多提示肺阴不足。,干咳少痰多提示肺阴不足。,Dry cough with scanty sputum often indicates insufficiency of lung Yin.,Dry cough often indicates insufficiency of lungs and kidneys.,Dry cough often indicates insufficiency of lungs and kidneys.,Dry cough often indicates insufficiency of lungs and kidneys.,Dry cough often indicates insufficiency of lungs and kidneys.,False,"[{""zh"": ""干咳少痰"", ""en"": ""dry cough with scanty sputum"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴"", ""en"": ""Yin"", ""type"": ""CONCEPT""}]","[{""zh"": ""干咳少痰"", ""en"": ""dry cough with scanty sputum"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴"", ""en"": ""Yin"", ""type"": ""CONCEPT""}]","[{""zh"": ""肺阴不足"", ""en"": ""lung Yin insufficiency"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""干咳少痰"", ""en"": ""dry cough with scanty sputum"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肺阴不足"", ""en"": ""lung Yin insufficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴"", ""en"": ""Yin"", ""type"": ""CONCEPT""}, {""zh"": ""肺"", ""en"": ""lungs"", ""type"": ""ORGAN""}]"
TCM_TEST_0192,test,喘息气短多与肺肾两虚有关。,喘息气短多与肺肾两虚有关。,Panting with shortness of breath is often related to deficiency of the lungs and kidneys.,Shortness of breathing is often associated with deficiency of lungs and kidneys.,Shortness of breathing is often associated with deficiency of lungs and kidneys.,Shortness of breathing is often associated with deficiency of lungs and kidneys.,Shortness of breathing is often associated with deficiency of lungs and kidneys.,False,"[{""zh"": ""肺肾"", ""en"": ""lungs and kidneys"", ""type"": ""DIAGNOSIS""}, {""zh"": ""气短"", ""en"": ""shortness of breath"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肺肾"", ""en"": ""lungs and kidneys"", ""type"": ""DIAGNOSIS""}, {""zh"": ""气短"", ""en"": ""shortness of breath"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""肺肾两虚"", ""en"": ""lung-kidney deficiency"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""喘息气短"", ""en"": ""panting and shortness of breath"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肺肾两虚"", ""en"": ""lung-kidney deficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""肺肾"", ""en"": ""lungs and kidneys"", ""type"": ""DIAGNOSIS""}, {""zh"": ""气短"", ""en"": ""shortness of breath"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0193,test,小儿高热抽搐多与热极生风有关。,小儿高热抽搐多与热极生风有关。,High fever with convulsions in children is often related to extreme heat generating wind.,High-heat drainage of kidneys is often related to heat-producing winds.,High-heat drainage of kidneys is often related to heat-producing winds.,High-heat drainage of kidneys is often related to heat-producing winds.,High-heat drainage of kidneys is often related to heat-producing winds.,False,"[{""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""抽搐"", ""en"": ""convulsions"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""抽搐"", ""en"": ""convulsions"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""抽搐"", ""en"": ""convulsions"", ""type"": ""DIAGNOSIS""}, {""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""热极生风"", ""en"": ""extreme heat generating wind"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿高热"", ""en"": ""high fever in children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""抽搐"", ""en"": ""convulsions"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0194,test,小儿食积化热可导致腹胀口臭。,小儿食积化热可导致腹胀口臭。,Food accumulation transforming into heat in children can cause abdominal distension and halitosis.,Infant food builds up heat and can cause abdominal swelling and mouth odor.,Infant food builds up heat and can cause abdominal swelling and mouth odor.,Infant food builds up heat and can cause abdominal distension and mouth odor.,Infant food builds up heat and can cause abdominal swelling and mouth odor.,False,"[{""zh"": ""食积化热"", ""en"": ""food accumulation transforming into heat"", ""type"": ""THERAPY""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""腹胀"", ""en"": ""abdominal distension"", ""type"": ""SYMPTOM""}]","[{""zh"": ""食积化热"", ""en"": ""food accumulation transforming into heat"", ""type"": ""THERAPY""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""腹胀"", ""en"": ""abdominal distension"", ""type"": ""SYMPTOM""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""小儿食积"", ""en"": ""food accumulation in children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""食积化热"", ""en"": ""food accumulation transforming into heat"", ""type"": ""THERAPY""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""腹胀"", ""en"": ""abdominal distension"", ""type"": ""SYMPTOM""}]"
TCM_TEST_0195,test,小儿脾虚夹湿可导致久泻。,小儿脾虚夹湿可导致久泻。,Spleen deficiency with dampness in children can cause prolonged diarrhea.,Infantile spleen deficiency and dampness can lead to prolonged spleen.,Infantile spleen deficiency and dampness can lead to prolonged spleen.,Infantile spleen deficiency and dampness can lead to prolonged spleen.,Infantile spleen deficiency and dampness can lead to prolonged spleen.,False,"[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾虚"", ""en"": ""spleen deficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""久泻"", ""en"": ""prolonged diarrhea"", ""type"": ""THERAPY""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾虚"", ""en"": ""spleen deficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""久泻"", ""en"": ""prolonged diarrhea"", ""type"": ""THERAPY""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""久泻"", ""en"": ""prolonged diarrhea"", ""type"": ""THERAPY""}]","[{""zh"": ""小儿脾虚"", ""en"": ""spleen deficiency in children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾虚"", ""en"": ""spleen deficiency"", ""type"": ""DIAGNOSIS""}, {""zh"": ""久泻"", ""en"": ""prolonged diarrhea"", ""type"": ""THERAPY""}]"
TCM_TEST_0196,test,小儿肺脾不足可导致反复咳喘。,小儿肺脾不足可导致反复咳喘。,Insufficiency of the lungs and spleen in children can cause recurrent cough and panting.,Insufficiency of kidney-lung syndrome can cause repeated cough and asthma.,Insufficiency of kidney-lung syndrome can cause repeated cough and asthma.,Insufficiency of kidney-lung syndrome can cause repeated cough and asthma.,Insufficiency of kidney-lung syndrome can cause repeated cough and asthma.,False,"[{""zh"": ""反复咳喘"", ""en"": ""recurrent cough and panting"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""反复咳喘"", ""en"": ""recurrent cough and panting"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]","[{""zh"": ""小儿肺脾不足"", ""en"": ""lung-spleen insufficiency in children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""反复咳喘"", ""en"": ""recurrent cough and panting"", ""type"": ""DIAGNOSIS""}, {""zh"": ""小儿"", ""en"": ""children"", ""type"": ""DIAGNOSIS""}, {""zh"": ""脾"", ""en"": ""spleen"", ""type"": ""ORGAN""}]"
TCM_TEST_0197,test,疮疡红肿高突多属阳证。,疮疡红肿高突多属阳证。,Sores with red elevated swelling mostly belong to Yang syndrome.,The red-headed spleen often belongs to Yang syndrome.,The red-headed spleen often belongs to Yang syndrome.,The red-headed spleen often belongs to Yang syndrome.,The red-headed spleen often belongs to Yang syndrome.,False,"[{""zh"": ""红肿高突"", ""en"": ""red elevated swelling"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳证"", ""en"": ""Yang syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""红肿高突"", ""en"": ""red elevated swelling"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳证"", ""en"": ""Yang syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]","[{""zh"": ""阳证"", ""en"": ""Yang syndrome"", ""type"": ""SYNDROME""}]","[{""zh"": ""红肿高突"", ""en"": ""red elevated swelling"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阳证"", ""en"": ""Yang syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""阳"", ""en"": ""Yang"", ""type"": ""CONCEPT""}]"
TCM_TEST_0198,test,疮疡色暗平塌多属阴证。,疮疡色暗平塌多属阴证。,Sores with dark flat swelling mostly belong to Yin syndrome.,Dark-colored flatness collapses often underlying Yin syndrome.,Dark-colored flatness collapses often underlying Yin syndrome.,Dark-colored flatness collapses often underlying Yin syndrome.,Dark-colored flatness collapses often underlying Yin syndrome.,False,"[{""zh"": ""色暗平塌"", ""en"": ""dark flat swelling"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴证"", ""en"": ""Yin syndrome"", ""type"": ""SYNDROME""}]","[{""zh"": ""色暗平塌"", ""en"": ""dark flat swelling"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴证"", ""en"": ""Yin syndrome"", ""type"": ""SYNDROME""}]","[{""zh"": ""色暗"", ""en"": ""dark color"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴证"", ""en"": ""Yin syndrome"", ""type"": ""SYNDROME""}]","[{""zh"": ""色暗平塌"", ""en"": ""dark flat swelling"", ""type"": ""DIAGNOSIS""}, {""zh"": ""疮疡"", ""en"": ""sores and ulcers"", ""type"": ""DIAGNOSIS""}, {""zh"": ""色暗"", ""en"": ""dark color"", ""type"": ""DIAGNOSIS""}, {""zh"": ""阴证"", ""en"": ""Yin syndrome"", ""type"": ""SYNDROME""}]"
TCM_TEST_0199,test,脓出黄稠多提示正气尚充。,脓出黄稠多提示正气尚充。,Yellow thick pus often indicates that healthy Qi remains sufficient.,The excretion of yellow spleen often indicates that positive Qi is still full.,The excretion of yellow spleen often indicates that positive Qi is still full.,The excretion of yellow spleen often indicates that positive Qi is still full.,The excretion of yellow spleen often indicates that positive Qi is still full.,False,"[{""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}, {""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}]","[{""zh"": ""黄稠"", ""en"": ""yellow and thick"", ""type"": ""DIAGNOSIS""}, {""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0200,test,脓出清稀多提示正气虚弱。,脓出清稀多提示正气虚弱。,Clear thin pus often indicates weakness of healthy Qi.,Excretion of spleen often indicates weakness of the positive Qi.,Excretion of spleen often indicates weakness of the positive Qi.,Excretion of spleen often indicates weakness of the positive Qi.,Excretion of spleen often indicates weakness of the positive Qi.,False,"[{""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}, {""zh"": ""清稀"", ""en"": ""clear and thin"", ""type"": ""THERAPY""}, {""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}]","[{""zh"": ""正气虚弱"", ""en"": ""weak healthy Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""正气"", ""en"": ""healthy Qi"", ""type"": ""CONCEPT""}, {""zh"": ""清稀"", ""en"": ""clear and thin"", ""type"": ""THERAPY""}, {""zh"": ""脓"", ""en"": ""pus"", ""type"": ""DIAGNOSIS""}]"
TCM_TEST_0201,test,表虚证多与卫气不固有关。,表虚证多与卫气不固有关。,Exterior deficiency syndrome is often related to insecurity of defensive Qi.,Facial deficiency syndrome is often associated with unstable defence Qi.,Facial deficiency syndrome is often associated with unstable defence Qi.,Facial exterior deficiency syndrome is often associated with unstable defensive Qi.,Facial deficiency syndrome is often associated with unstable defence Qi.,False,"[{""zh"": ""卫气不固"", ""en"": ""insecurity of defensive Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""表虚证"", ""en"": ""exterior deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""虚证"", ""en"": ""deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""卫气不固"", ""en"": ""insecurity of defensive Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""表虚证"", ""en"": ""exterior deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""虚证"", ""en"": ""deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}]","[{""zh"": ""虚证"", ""en"": ""deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""卫气不固"", ""en"": ""insecurity of defensive Qi"", ""type"": ""DIAGNOSIS""}]","[{""zh"": ""卫气不固"", ""en"": ""insecurity of defensive Qi"", ""type"": ""DIAGNOSIS""}, {""zh"": ""表虚证"", ""en"": ""exterior deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""虚证"", ""en"": ""deficiency syndrome"", ""type"": ""SYNDROME""}, {""zh"": ""卫气"", ""en"": ""defensive Qi"", ""type"": ""SUBSTANCE""}]"
